age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
19~41,*,139753~445728,*,5~13,*,*,*, White,*,0,0,2~45,*, <=50k
19~41,*,139753~445728,*,5~13,*,*,*, White,*,0,0,2~45,*, <=50k
19~67,*,212705~411273,*,6~14,*,*,*,*, Male,0,0,40~55, United-States, <=50k
19~67,*,212705~411273,*,6~14,*,*,*,*, Male,0,0,40~55, United-States, <=50k
19~67,*,212705~411273,*,6~14,*,*,*,*, Male,0,0,40~55, United-States, <=50k
19~67,*,212705~411273,*,6~14,*,*,*,*, Male,0,0,40~55, United-States, >50k
19~67,*,212705~411273,*,6~14,*,*,*,*, Male,0,0,40~55, United-States, <=50k
21~58,*,99199~266792,*,10~12,*,*,*, White, Male,0~99999,0,10~60, United-States, >50k
21~58,*,99199~266792,*,10~12,*,*,*, White, Male,0~99999,0,10~60, United-States, >50k
21~58,*,99199~266792,*,10~12,*,*,*, White, Male,0~99999,0,10~60, United-States, >50k
21~58,*,99199~266792,*,10~12,*,*,*, White, Male,0~99999,0,10~60, United-States, <=50k
21~58,*,99199~266792,*,10~12,*,*,*, White, Male,0~99999,0,10~60, United-States, <=50k
30~52,*,32587~321990,*,9~12, Married-civ-spouse,*, Husband,*, Male,0~7298,0,40~50,*, <=50k
30~52,*,32587~321990,*,9~12, Married-civ-spouse,*, Husband,*, Male,0~7298,0,40~50,*, <=50k
30~52,*,32587~321990,*,9~12, Married-civ-spouse,*, Husband,*, Male,0~7298,0,40~50,*, <=50k
30~52,*,32587~321990,*,9~12, Married-civ-spouse,*, Husband,*, Male,0~7298,0,40~50,*, >50k
30~52,*,32587~321990,*,9~12, Married-civ-spouse,*, Husband,*, Male,0~7298,0,40~50,*, >50k
23~48,*,61343~225504,*,9~14,*,*,*, White, Male,0,0~2415,40~90, United-States, <=50k
23~48,*,61343~225504,*,9~14,*,*,*, White, Male,0,0~2415,40~90, United-States, <=50k
23~48,*,61343~225504,*,9~14,*,*,*, White, Male,0,0~2415,40~90, United-States, <=50k
23~48,*,61343~225504,*,9~14,*,*,*, White, Male,0,0~2415,40~90, United-States, <=50k
23~48,*,61343~225504,*,9~14,*,*,*, White, Male,0,0~2415,40~90, United-States, >50k
23~44,*,34965~467108,*,9~13,*,*,*,*, Male,0,0,12~50,*, >50k
23~44,*,34965~467108,*,9~13,*,*,*,*, Male,0,0,12~50,*, <=50k
23~44,*,34965~467108,*,9~13,*,*,*,*, Male,0,0,12~50,*, <=50k
23~44,*,34965~467108,*,9~13,*,*,*,*, Male,0,0,12~50,*, >50k
23~44,*,34965~467108,*,9~13,*,*,*,*, Male,0,0,12~50,*, <=50k
29~55, Private,48343~253354,*,6~11,*,*,*,*,*,0,0~1887,40~50, United-States, <=50k
29~55, Private,48343~253354,*,6~11,*,*,*,*,*,0,0~1887,40~50, United-States, <=50k
29~55, Private,48343~253354,*,6~11,*,*,*,*,*,0,0~1887,40~50, United-States, <=50k
29~55, Private,48343~253354,*,6~11,*,*,*,*,*,0,0~1887,40~50, United-States, >50k
29~55, Private,48343~253354,*,6~11,*,*,*,*,*,0,0~1887,40~50, United-States, <=50k
19~64,*,123901~258026,*,9~14,*,*,*, White,*,0,0,16~55, United-States, <=50k
19~64,*,123901~258026,*,9~14,*,*,*, White,*,0,0,16~55, United-States, <=50k
19~64,*,123901~258026,*,9~14,*,*,*, White,*,0,0,16~55, United-States, <=50k
19~64,*,123901~258026,*,9~14,*,*,*, White,*,0,0,16~55, United-States, >50k
19~64,*,123901~258026,*,9~14,*,*,*, White,*,0,0,16~55, United-States, <=50k
17~50,*,32356~218729,*,6~13,*,*,*, White,*,0~7298,0,10~51,*, >50k
17~50,*,32356~218729,*,6~13,*,*,*, White,*,0~7298,0,10~51,*, <=50k
17~50,*,32356~218729,*,6~13,*,*,*, White,*,0~7298,0,10~51,*, <=50k
17~50,*,32356~218729,*,6~13,*,*,*, White,*,0~7298,0,10~51,*, <=50k
17~50,*,32356~218729,*,6~13,*,*,*, White,*,0~7298,0,10~51,*, >50k
22~63,*,114059~310969,*,9~15,*,*,*,*,*,0,0,30~50, United-States, <=50k
22~63,*,114059~310969,*,9~15,*,*,*,*,*,0,0,30~50, United-States, <=50k
22~63,*,114059~310969,*,9~15,*,*,*,*,*,0,0,30~50, United-States, <=50k
22~63,*,114059~310969,*,9~15,*,*,*,*,*,0,0,30~50, United-States, >50k
22~63,*,114059~310969,*,9~15,*,*,*,*,*,0,0,30~50, United-States, <=50k
36~59,*,146391~410489,*,9~16,*,*,*, White,*,0,0,40~50, United-States, >50k
36~59,*,146391~410489,*,9~16,*,*,*, White,*,0,0,40~50, United-States, <=50k
36~59,*,146391~410489,*,9~16,*,*,*, White,*,0,0,40~50, United-States, <=50k
36~59,*,146391~410489,*,9~16,*,*,*, White,*,0,0,40~50, United-States, >50k
36~59,*,146391~410489,*,9~16,*,*,*, White,*,0,0,40~50, United-States, >50k
23~53,*,46537~244025,*,9~14,*,*,*,*,*,0,0~1902,20~56,*, <=50k
23~53,*,46537~244025,*,9~14,*,*,*,*,*,0,0~1902,20~56,*, <=50k
23~53,*,46537~244025,*,9~14,*,*,*,*,*,0,0~1902,20~56,*, >50k
23~53,*,46537~244025,*,9~14,*,*,*,*,*,0,0~1902,20~56,*, <=50k
23~53,*,46537~244025,*,9~14,*,*,*,*,*,0,0~1902,20~56,*, <=50k
29~90, Private,84553~383745,*,9~13,*,*,*, White,*,0,0~1887,30~56,*, >50k
29~90, Private,84553~383745,*,9~13,*,*,*, White,*,0,0~1887,30~56,*, >50k
29~90, Private,84553~383745,*,9~13,*,*,*, White,*,0,0~1887,30~56,*, <=50k
29~90, Private,84553~383745,*,9~13,*,*,*, White,*,0,0~1887,30~56,*, <=50k
29~90, Private,84553~383745,*,9~13,*,*,*, White,*,0,0~1887,30~56,*, <=50k
23~81,*,123983~247232,*,6~13,*,*,*,*,*,0~2936,0,28~40,*, <=50k
23~81,*,123983~247232,*,6~13,*,*,*,*,*,0~2936,0,28~40,*, <=50k
23~81,*,123983~247232,*,6~13,*,*,*,*,*,0~2936,0,28~40,*, <=50k
23~81,*,123983~247232,*,6~13,*,*,*,*,*,0~2936,0,28~40,*, >50k
23~81,*,123983~247232,*,6~13,*,*,*,*,*,0~2936,0,28~40,*, <=50k
17~58,*,31339~236267,*,6~13,*,*,*,*,*,0,0,12~45, United-States, <=50k
17~58,*,31339~236267,*,6~13,*,*,*,*,*,0,0,12~45, United-States, >50k
17~58,*,31339~236267,*,6~13,*,*,*,*,*,0,0,12~45, United-States, <=50k
17~58,*,31339~236267,*,6~13,*,*,*,*,*,0,0,12~45, United-States, >50k
17~58,*,31339~236267,*,6~13,*,*,*,*,*,0,0,12~45, United-States, <=50k
23~36,*,119665~292058,*,9~13,*,*,*,*,*,0,0,24~60,*, >50k
23~36,*,119665~292058,*,9~13,*,*,*,*,*,0,0,24~60,*, >50k
23~36,*,119665~292058,*,9~13,*,*,*,*,*,0,0,24~60,*, <=50k
23~36,*,119665~292058,*,9~13,*,*,*,*,*,0,0,24~60,*, >50k
23~36,*,119665~292058,*,9~13,*,*,*,*,*,0,0,24~60,*, <=50k
27~55,*,116825~289257,*,9~14,*,*,*,*, Male,0,0,20~60,*, >50k
27~55,*,116825~289257,*,9~14,*,*,*,*, Male,0,0,20~60,*, >50k
27~55,*,116825~289257,*,9~14,*,*,*,*, Male,0,0,20~60,*, <=50k
27~55,*,116825~289257,*,9~14,*,*,*,*, Male,0,0,20~60,*, <=50k
27~55,*,116825~289257,*,9~14,*,*,*,*, Male,0,0,20~60,*, <=50k
22~80,*,20101~316509,*,7~10,*,*,*,*,*,0,0~1651,32~50,*, <=50k
22~80,*,20101~316509,*,7~10,*,*,*,*,*,0,0~1651,32~50,*, <=50k
22~80,*,20101~316509,*,7~10,*,*,*,*,*,0,0~1651,32~50,*, <=50k
22~80,*,20101~316509,*,7~10,*,*,*,*,*,0,0~1651,32~50,*, <=50k
22~80,*,20101~316509,*,7~10,*,*,*,*,*,0,0~1651,32~50,*, <=50k
20~63,*,178202~259496,*,9~13,*,*,*, White,*,0,0,20~44, United-States, <=50k
20~63,*,178202~259496,*,9~13,*,*,*, White,*,0,0,20~44, United-States, <=50k
20~63,*,178202~259496,*,9~13,*,*,*, White,*,0,0,20~44, United-States, <=50k
20~63,*,178202~259496,*,9~13,*,*,*, White,*,0,0,20~44, United-States, <=50k
20~63,*,178202~259496,*,9~13,*,*,*, White,*,0,0,20~44, United-States, <=50k
20~47,*,119033~216181,*,6~10,*,*,*,*,*,0,0,35~46, United-States, <=50k
20~47,*,119033~216181,*,6~10,*,*,*,*,*,0,0,35~46, United-States, <=50k
20~47,*,119033~216181,*,6~10,*,*,*,*,*,0,0,35~46, United-States, <=50k
20~47,*,119033~216181,*,6~10,*,*,*,*,*,0,0,35~46, United-States, <=50k
20~47,*,119033~216181,*,6~10,*,*,*,*,*,0,0,35~46, United-States, >50k
25~38,*,66326~244408,*,9~13,*,*,*,*,*,0,0,38~99,*, <=50k
25~38,*,66326~244408,*,9~13,*,*,*,*,*,0,0,38~99,*, <=50k
25~38,*,66326~244408,*,9~13,*,*,*,*,*,0,0,38~99,*, <=50k
25~38,*,66326~244408,*,9~13,*,*,*,*,*,0,0,38~99,*, <=50k
25~38,*,66326~244408,*,9~13,*,*,*,*,*,0,0,38~99,*, <=50k
26~47,*,86483~208577,*,9~13,*,*,*, White,*,0,0~2258,36~50,*, >50k
26~47,*,86483~208577,*,9~13,*,*,*, White,*,0,0~2258,36~50,*, <=50k
26~47,*,86483~208577,*,9~13,*,*,*, White,*,0,0~2258,36~50,*, <=50k
26~47,*,86483~208577,*,9~13,*,*,*, White,*,0,0~2258,36~50,*, <=50k
26~47,*,86483~208577,*,9~13,*,*,*, White,*,0,0~2258,36~50,*, <=50k
20~43,*,118457~298635,*,8~13,*,*,*,*,*,0,0,20~55,*, <=50k
20~43,*,118457~298635,*,8~13,*,*,*,*,*,0,0,20~55,*, <=50k
20~43,*,118457~298635,*,8~13,*,*,*,*,*,0,0,20~55,*, <=50k
20~43,*,118457~298635,*,8~13,*,*,*,*,*,0,0,20~55,*, <=50k
20~43,*,118457~298635,*,8~13,*,*,*,*,*,0,0,20~55,*, <=50k
24~54,*,160724~237995,*,5~13,*,*,*,*,*,0,0~1887,15~48,*, <=50k
24~54,*,160724~237995,*,5~13,*,*,*,*,*,0,0~1887,15~48,*, <=50k
24~54,*,160724~237995,*,5~13,*,*,*,*,*,0,0~1887,15~48,*, >50k
24~54,*,160724~237995,*,5~13,*,*,*,*,*,0,0~1887,15~48,*, <=50k
24~54,*,160724~237995,*,5~13,*,*,*,*,*,0,0~1887,15~48,*, <=50k
23~54,*,113635~214542,*,7~10,*,*,*, White, Male,0,0,30~48, United-States, <=50k
23~54,*,113635~214542,*,7~10,*,*,*, White, Male,0,0,30~48, United-States, <=50k
23~54,*,113635~214542,*,7~10,*,*,*, White, Male,0,0,30~48, United-States, <=50k
23~54,*,113635~214542,*,7~10,*,*,*, White, Male,0,0,30~48, United-States, >50k
23~54,*,113635~214542,*,7~10,*,*,*, White, Male,0,0,30~48, United-States, >50k
30~71,*,180117~323069,*,6~13,*,*,*, White,*,0~7688,0,5~40, United-States, <=50k
30~71,*,180117~323069,*,6~13,*,*,*, White,*,0~7688,0,5~40, United-States, <=50k
30~71,*,180117~323069,*,6~13,*,*,*, White,*,0~7688,0,5~40, United-States, <=50k
30~71,*,180117~323069,*,6~13,*,*,*, White,*,0~7688,0,5~40, United-States, <=50k
30~71,*,180117~323069,*,6~13,*,*,*, White,*,0~7688,0,5~40, United-States, >50k
24~43,*,40024~309122,*,6~11,*,*,*,*,*,0~13550,0,40~42, United-States, <=50k
24~43,*,40024~309122,*,6~11,*,*,*,*,*,0~13550,0,40~42, United-States, >50k
24~43,*,40024~309122,*,6~11,*,*,*,*,*,0~13550,0,40~42, United-States, <=50k
24~43,*,40024~309122,*,6~11,*,*,*,*,*,0~13550,0,40~42, United-States, >50k
24~43,*,40024~309122,*,6~11,*,*,*,*,*,0~13550,0,40~42, United-States, <=50k
28~55,*,22211~389713,*,2~14,*,*,*,*,*,0,0~1902,40~60,*, <=50k
28~55,*,22211~389713,*,2~14,*,*,*,*,*,0,0~1902,40~60,*, <=50k
28~55,*,22211~389713,*,2~14,*,*,*,*,*,0,0~1902,40~60,*, >50k
28~55,*,22211~389713,*,2~14,*,*,*,*,*,0,0~1902,40~60,*, <=50k
28~55,*,22211~389713,*,2~14,*,*,*,*,*,0,0~1902,40~60,*, <=50k
38~54, Private,76034~199058,*,10~13,*,*,*, White,*,0~6497,0,35~57, United-States, <=50k
38~54, Private,76034~199058,*,10~13,*,*,*, White,*,0~6497,0,35~57, United-States, >50k
38~54, Private,76034~199058,*,10~13,*,*,*, White,*,0~6497,0,35~57, United-States, >50k
38~54, Private,76034~199058,*,10~13,*,*,*, White,*,0~6497,0,35~57, United-States, >50k
38~54, Private,76034~199058,*,10~13,*,*,*, White,*,0~6497,0,35~57, United-States, <=50k
19~60,*,29083~234474,*,3~14,*,*,*,*,*,0,0,25~40, United-States, <=50k
19~60,*,29083~234474,*,3~14,*,*,*,*,*,0,0,25~40, United-States, <=50k
19~60,*,29083~234474,*,3~14,*,*,*,*,*,0,0,25~40, United-States, <=50k
19~60,*,29083~234474,*,3~14,*,*,*,*,*,0,0,25~40, United-States, >50k
19~60,*,29083~234474,*,3~14,*,*,*,*,*,0,0,25~40, United-States, <=50k
28~53,*,67187~303485,*,2~14,*,*,*,*,*,0~7688,0,40~67,*, >50k
28~53,*,67187~303485,*,2~14,*,*,*,*,*,0~7688,0,40~67,*, >50k
28~53,*,67187~303485,*,2~14,*,*,*,*,*,0~7688,0,40~67,*, <=50k
28~53,*,67187~303485,*,2~14,*,*,*,*,*,0~7688,0,40~67,*, <=50k
28~53,*,67187~303485,*,2~14,*,*,*,*,*,0~7688,0,40~67,*, <=50k
24~64,*,89172~204172,*,3~13,*,*,*, White,*,0,0,40~70,*, <=50k
24~64,*,89172~204172,*,3~13,*,*,*, White,*,0,0,40~70,*, <=50k
24~64,*,89172~204172,*,3~13,*,*,*, White,*,0,0,40~70,*, <=50k
24~64,*,89172~204172,*,3~13,*,*,*, White,*,0,0,40~70,*, <=50k
24~64,*,89172~204172,*,3~13,*,*,*, White,*,0,0,40~70,*, >50k
20~61, Private,50567~246440,*,7~10,*,*,*, White,*,0,0,30~40, United-States, <=50k
20~61, Private,50567~246440,*,7~10,*,*,*, White,*,0,0,30~40, United-States, <=50k
20~61, Private,50567~246440,*,7~10,*,*,*, White,*,0,0,30~40, United-States, <=50k
20~61, Private,50567~246440,*,7~10,*,*,*, White,*,0,0,30~40, United-States, <=50k
20~61, Private,50567~246440,*,7~10,*,*,*, White,*,0,0,30~40, United-States, <=50k
28~51,*,87205~315834,*,9~13,*,*,*, White,*,0~7688,0~1876,20~40, United-States, <=50k
28~51,*,87205~315834,*,9~13,*,*,*, White,*,0~7688,0~1876,20~40, United-States, <=50k
28~51,*,87205~315834,*,9~13,*,*,*, White,*,0~7688,0~1876,20~40, United-States, <=50k
28~51,*,87205~315834,*,9~13,*,*,*, White,*,0~7688,0~1876,20~40, United-States, <=50k
28~51,*,87205~315834,*,9~13,*,*,*, White,*,0~7688,0~1876,20~40, United-States, >50k
19~57,*,129151~319697,*,9~11,*,*,*,*,*,0,0,38~40, United-States, <=50k
19~57,*,129151~319697,*,9~11,*,*,*,*,*,0,0,38~40, United-States, <=50k
19~57,*,129151~319697,*,9~11,*,*,*,*,*,0,0,38~40, United-States, <=50k
19~57,*,129151~319697,*,9~11,*,*,*,*,*,0,0,38~40, United-States, <=50k
19~57,*,129151~319697,*,9~11,*,*,*,*,*,0,0,38~40, United-States, <=50k
29~51,*,102904~331395,*,9~11,*,*,*, White,*,0,0,30~43,*, <=50k
29~51,*,102904~331395,*,9~11,*,*,*, White,*,0,0,30~43,*, <=50k
29~51,*,102904~331395,*,9~11,*,*,*, White,*,0,0,30~43,*, <=50k
29~51,*,102904~331395,*,9~11,*,*,*, White,*,0,0,30~43,*, <=50k
29~51,*,102904~331395,*,9~11,*,*,*, White,*,0,0,30~43,*, <=50k
22~46, Private,27882~340543,*,4~13,*,*,*, White,*,0,0~2205,32~60,*, <=50k
22~46, Private,27882~340543,*,4~13,*,*,*, White,*,0,0~2205,32~60,*, >50k
22~46, Private,27882~340543,*,4~13,*,*,*, White,*,0,0~2205,32~60,*, <=50k
22~46, Private,27882~340543,*,4~13,*,*,*, White,*,0,0~2205,32~60,*, <=50k
22~46, Private,27882~340543,*,4~13,*,*,*, White,*,0,0~2205,32~60,*, <=50k
18~63,*,70240~253759,*,9~10,*,*,*,*,*,0~7298,0,40~48,*, <=50k
18~63,*,70240~253759,*,9~10,*,*,*,*,*,0~7298,0,40~48,*, <=50k
18~63,*,70240~253759,*,9~10,*,*,*,*,*,0~7298,0,40~48,*, <=50k
18~63,*,70240~253759,*,9~10,*,*,*,*,*,0~7298,0,40~48,*, <=50k
18~63,*,70240~253759,*,9~10,*,*,*,*,*,0~7298,0,40~48,*, >50k
23~64,*,26929~399022,*,9~14,*,*,*, White,*,0,0,8~60, United-States, <=50k
23~64,*,26929~399022,*,9~14,*,*,*, White,*,0,0,8~60, United-States, >50k
23~64,*,26929~399022,*,9~14,*,*,*, White,*,0,0,8~60, United-States, <=50k
23~64,*,26929~399022,*,9~14,*,*,*, White,*,0,0,8~60, United-States, <=50k
23~64,*,26929~399022,*,9~14,*,*,*, White,*,0,0,8~60, United-States, <=50k
17~48, Private,60981~218490,*,6~11,*,*,*, White,*,0,0,16~60, United-States, <=50k
17~48, Private,60981~218490,*,6~11,*,*,*, White,*,0,0,16~60, United-States, <=50k
17~48, Private,60981~218490,*,6~11,*,*,*, White,*,0,0,16~60, United-States, >50k
17~48, Private,60981~218490,*,6~11,*,*,*, White,*,0,0,16~60, United-States, <=50k
17~48, Private,60981~218490,*,6~11,*,*,*, White,*,0,0,16~60, United-States, <=50k
20~53,*,76767~615367,*,9~15,*,*,*, White,*,0,0,39~60,*, <=50k
20~53,*,76767~615367,*,9~15,*,*,*, White,*,0,0,39~60,*, >50k
20~53,*,76767~615367,*,9~15,*,*,*, White,*,0,0,39~60,*, <=50k
20~53,*,76767~615367,*,9~15,*,*,*, White,*,0,0,39~60,*, <=50k
20~53,*,76767~615367,*,9~15,*,*,*, White,*,0,0,39~60,*, <=50k
30~57, Private,51264~229895,*,6~15,*,*,*, White,*,0,0,40~60, United-States, >50k
30~57, Private,51264~229895,*,6~15,*,*,*, White,*,0,0,40~60, United-States, <=50k
30~57, Private,51264~229895,*,6~15,*,*,*, White,*,0,0,40~60, United-States, <=50k
30~57, Private,51264~229895,*,6~15,*,*,*, White,*,0,0,40~60, United-States, <=50k
30~57, Private,51264~229895,*,6~15,*,*,*, White,*,0,0,40~60, United-States, >50k
28~51,*,51461~305597, HS-grad,9,*,*,*,*,*,0,0,35~40,*, >50k
28~51,*,51461~305597, HS-grad,9,*,*,*,*,*,0,0,35~40,*, <=50k
28~51,*,51461~305597, HS-grad,9,*,*,*,*,*,0,0,35~40,*, <=50k
28~51,*,51461~305597, HS-grad,9,*,*,*,*,*,0,0,35~40,*, <=50k
28~51,*,51461~305597, HS-grad,9,*,*,*,*,*,0,0,35~40,*, <=50k
25~50, Private,33304~206600,*,6~14,*,*,*, White,*,0~15024,0,24~65,*, <=50k
25~50, Private,33304~206600,*,6~14,*,*,*, White,*,0~15024,0,24~65,*, <=50k
25~50, Private,33304~206600,*,6~14,*,*,*, White,*,0~15024,0,24~65,*, >50k
25~50, Private,33304~206600,*,6~14,*,*,*, White,*,0~15024,0,24~65,*, >50k
25~50, Private,33304~206600,*,6~14,*,*,*, White,*,0~15024,0,24~65,*, <=50k
19~53,*,38918~188864,*,6~10,*,*,*,*,*,0,0~1876,20~75, United-States, <=50k
19~53,*,38918~188864,*,6~10,*,*,*,*,*,0,0~1876,20~75, United-States, <=50k
19~53,*,38918~188864,*,6~10,*,*,*,*,*,0,0~1876,20~75, United-States, <=50k
19~53,*,38918~188864,*,6~10,*,*,*,*,*,0,0~1876,20~75, United-States, <=50k
19~53,*,38918~188864,*,6~10,*,*,*,*,*,0,0~1876,20~75, United-States, >50k
21~68, Private,32779~557236,*,9~13,*,*,*, White, Male,0,0~2444,12~57, United-States, <=50k
21~68, Private,32779~557236,*,9~13,*,*,*, White, Male,0,0~2444,12~57, United-States, <=50k
21~68, Private,32779~557236,*,9~13,*,*,*, White, Male,0,0~2444,12~57, United-States, <=50k
21~68, Private,32779~557236,*,9~13,*,*,*, White, Male,0,0~2444,12~57, United-States, <=50k
21~68, Private,32779~557236,*,9~13,*,*,*, White, Male,0,0~2444,12~57, United-States, >50k
24~49,*,52590~183751,*,7~14,*,*,*,*, Male,0,0,40~65, United-States, <=50k
24~49,*,52590~183751,*,7~14,*,*,*,*, Male,0,0,40~65, United-States, <=50k
24~49,*,52590~183751,*,7~14,*,*,*,*, Male,0,0,40~65, United-States, <=50k
24~49,*,52590~183751,*,7~14,*,*,*,*, Male,0,0,40~65, United-States, <=50k
24~49,*,52590~183751,*,7~14,*,*,*,*, Male,0,0,40~65, United-States, >50k
18~52,*,123714~343440,*,7~10,*,*,*,*,*,0,0,30~40, United-States, <=50k
18~52,*,123714~343440,*,7~10,*,*,*,*,*,0,0,30~40, United-States, <=50k
18~52,*,123714~343440,*,7~10,*,*,*,*,*,0,0,30~40, United-States, <=50k
18~52,*,123714~343440,*,7~10,*,*,*,*,*,0,0,30~40, United-States, <=50k
18~52,*,123714~343440,*,7~10,*,*,*,*,*,0,0,30~40, United-States, <=50k
19~53,*,108815~280164,*,6~9,*,*,*,*, Male,0,0,25~60, United-States, <=50k
19~53,*,108815~280164,*,6~9,*,*,*,*, Male,0,0,25~60, United-States, <=50k
19~53,*,108815~280164,*,6~9,*,*,*,*, Male,0,0,25~60, United-States, <=50k
19~53,*,108815~280164,*,6~9,*,*,*,*, Male,0,0,25~60, United-States, <=50k
19~53,*,108815~280164,*,6~9,*,*,*,*, Male,0,0,25~60, United-States, <=50k
17~69,*,33373~269499,*,7~13,*,*,*, White,*,0,0,8~46, United-States, <=50k
17~69,*,33373~269499,*,7~13,*,*,*, White,*,0,0,8~46, United-States, <=50k
17~69,*,33373~269499,*,7~13,*,*,*, White,*,0,0,8~46, United-States, <=50k
17~69,*,33373~269499,*,7~13,*,*,*, White,*,0,0,8~46, United-States, <=50k
17~69,*,33373~269499,*,7~13,*,*,*, White,*,0,0,8~46, United-States, <=50k
22~56,*,64307~215839,*,4~14,*,*,*, White,*,0,0,38~60,*, <=50k
22~56,*,64307~215839,*,4~14,*,*,*, White,*,0,0,38~60,*, <=50k
22~56,*,64307~215839,*,4~14,*,*,*, White,*,0,0,38~60,*, <=50k
22~56,*,64307~215839,*,4~14,*,*,*, White,*,0,0,38~60,*, <=50k
22~56,*,64307~215839,*,4~14,*,*,*, White,*,0,0,38~60,*, <=50k
17~39, Private,62333~260997,*,6~13,*,*,*,*,*,0,0,10~46, United-States, <=50k
17~39, Private,62333~260997,*,6~13,*,*,*,*,*,0,0,10~46, United-States, <=50k
17~39, Private,62333~260997,*,6~13,*,*,*,*,*,0,0,10~46, United-States, <=50k
17~39, Private,62333~260997,*,6~13,*,*,*,*,*,0,0,10~46, United-States, <=50k
17~39, Private,62333~260997,*,6~13,*,*,*,*,*,0,0,10~46, United-States, <=50k
27~80,*,104996~562336,*,9~10,*,*,*,*,*,0,0,15~40, United-States, <=50k
27~80,*,104996~562336,*,9~10,*,*,*,*,*,0,0,15~40, United-States, <=50k
27~80,*,104996~562336,*,9~10,*,*,*,*,*,0,0,15~40, United-States, <=50k
27~80,*,104996~562336,*,9~10,*,*,*,*,*,0,0,15~40, United-States, <=50k
27~80,*,104996~562336,*,9~10,*,*,*,*,*,0,0,15~40, United-States, <=50k
26~52,*,51744~220656,*,9~13,*,*,*,*,*,0,0,38~42,*, >50k
26~52,*,51744~220656,*,9~13,*,*,*,*,*,0,0,38~42,*, <=50k
26~52,*,51744~220656,*,9~13,*,*,*,*,*,0,0,38~42,*, <=50k
26~52,*,51744~220656,*,9~13,*,*,*,*,*,0,0,38~42,*, <=50k
26~52,*,51744~220656,*,9~13,*,*,*,*,*,0,0,38~42,*, >50k
24~54,*,41838~393965,*,9~13,*,*,*,*,*,0~2407,0,20~70, United-States, <=50k
24~54,*,41838~393965,*,9~13,*,*,*,*,*,0~2407,0,20~70, United-States, <=50k
24~54,*,41838~393965,*,9~13,*,*,*,*,*,0~2407,0,20~70, United-States, <=50k
24~54,*,41838~393965,*,9~13,*,*,*,*,*,0~2407,0,20~70, United-States, >50k
24~54,*,41838~393965,*,9~13,*,*,*,*,*,0~2407,0,20~70, United-States, <=50k
18~41,*,32533~427474,*,7~13,*,*,*, White,*,0,0~2258,16~60,*, >50k
18~41,*,32533~427474,*,7~13,*,*,*, White,*,0,0~2258,16~60,*, >50k
18~41,*,32533~427474,*,7~13,*,*,*, White,*,0,0~2258,16~60,*, <=50k
18~41,*,32533~427474,*,7~13,*,*,*, White,*,0,0~2258,16~60,*, <=50k
18~41,*,32533~427474,*,7~13,*,*,*, White,*,0,0~2258,16~60,*, <=50k
22~70,*,44915~346053,*,4~14,*,*,*, White,*,0,0~1977,10~48,*, <=50k
22~70,*,44915~346053,*,4~14,*,*,*, White,*,0,0~1977,10~48,*, >50k
22~70,*,44915~346053,*,4~14,*,*,*, White,*,0,0~1977,10~48,*, <=50k
22~70,*,44915~346053,*,4~14,*,*,*, White,*,0,0~1977,10~48,*, >50k
22~70,*,44915~346053,*,4~14,*,*,*, White,*,0,0~1977,10~48,*, <=50k
19~61,*,109005~404453,*,6~13,*,*,*,*,*,0,0,36~65,*, <=50k
19~61,*,109005~404453,*,6~13,*,*,*,*,*,0,0,36~65,*, <=50k
19~61,*,109005~404453,*,6~13,*,*,*,*,*,0,0,36~65,*, <=50k
19~61,*,109005~404453,*,6~13,*,*,*,*,*,0,0,36~65,*, <=50k
19~61,*,109005~404453,*,6~13,*,*,*,*,*,0,0,36~65,*, <=50k
33~52,*,163204~280169,*,9~13,*,*,*, White,*,0~7298,0,40~50,*, >50k
33~52,*,163204~280169,*,9~13,*,*,*, White,*,0~7298,0,40~50,*, <=50k
33~52,*,163204~280169,*,9~13,*,*,*, White,*,0~7298,0,40~50,*, <=50k
33~52,*,163204~280169,*,9~13,*,*,*, White,*,0~7298,0,40~50,*, <=50k
33~52,*,163204~280169,*,9~13,*,*,*, White,*,0~7298,0,40~50,*, <=50k
27~38,*,86643~335168,*,10~14,*,*,*,*,*,0~3103,0,40~60, United-States, <=50k
27~38,*,86643~335168,*,10~14,*,*,*,*,*,0~3103,0,40~60, United-States, >50k
27~38,*,86643~335168,*,10~14,*,*,*,*,*,0~3103,0,40~60, United-States, <=50k
27~38,*,86643~335168,*,10~14,*,*,*,*,*,0~3103,0,40~60, United-States, <=50k
27~38,*,86643~335168,*,10~14,*,*,*,*,*,0~3103,0,40~60, United-States, >50k
20~49,*,102110~266467,*,9~13,*,*,*, White, Male,0,0,30~55,*, >50k
20~49,*,102110~266467,*,9~13,*,*,*, White, Male,0,0,30~55,*, >50k
20~49,*,102110~266467,*,9~13,*,*,*, White, Male,0,0,30~55,*, <=50k
20~49,*,102110~266467,*,9~13,*,*,*, White, Male,0,0,30~55,*, >50k
20~49,*,102110~266467,*,9~13,*,*,*, White, Male,0,0,30~55,*, <=50k
24~58,*,180138~345259,*,9~16,*,*,*, White,*,0~4787,0,40~99, United-States, <=50k
24~58,*,180138~345259,*,9~16,*,*,*, White,*,0~4787,0,40~99, United-States, <=50k
